,ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Contribution_ID,Word_ID,BorrowedScore,AgeScore,SimplicityScore,Borrowed,Analyzability,Age,ContactSituation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source,x1,word,origin_type,source_language,original_word,source_language_short,symbol,word_form_source,n,y,color,source_language_lumped
616,8460,13,23-91,coffee,,,13,13,72212320159051918,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1598 [13],Dutch contact [13],1598,,,,,,Insertion,,,,,,,,,The word could have entered English from Arabic either via Dutch or via Italian and French,,,,Present only since contact,,232.0,coffee,immediate,Dutch,koffie,Dutch,,coffee / koffie,20,15,#221F1D,Dutch
390,8046,13,14-53,clock,,,13,13,72212320913097114,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 980 [13],Dutch contact [13],c. 980,,,,,,Coexistence,,,,,,,,,‘clock’ originally meant ‘bell’.,,,,Present only since contact,,223.0,clock,immediate,Dutch,klokke,Dutch,,clock / klokke,20,16,#221F1D,Dutch
398,8072,13,15-39,brackish,,,13,13,72212320374127492,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1538 [13],Dutch or Middle Low German contact [13],1538,,,,,,Coexistence,,brack-ADJ,,,,,,,BRACK is recorded from 1513; the word was apparently borowed into English via Scottish,,,,Present in pre-contact environment,,115.0,brackish,immediate,Dutch,brak,Dutch,,brackish / brak,20,17,#221F1D,Dutch
92,7256,13,4-215,blink,,,13,13,72212320545959765,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,1303 [13],Dutch contact [13],1303,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,98.0,blink,immediate,Dutch,blenken,Dutch,,blink / blenken,20,18,#221F1D,Dutch
266,7665,13,8-94,bamboo,,,13,13,72212320864436650,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1598 [13],Dutch contact [13],1598,,,,,,Insertion,,,,,,,,,"It may also derive from Malay bambu, otherwise it came from Kannada to Dutch via Portuguese.",,,,Present only since contact,,62.0,bamboo,immediate,Dutch,bamboes,Dutch,,bamboo / bamboes,20,19,#221F1D,Dutch
409,8116,13,16-18,(good) luck,,,13,13,7221232048979846,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1481 [13],Dutch contact [13],1481,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,435.0,(good) luck,immediate,Dutch,(ge)luk,Dutch,,(good) luck / (ge)luk,20,20,#221F1D,Dutch
379,7967,13,13,zero,,,13,13,72212320799733310,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,c. 1600 [13],Spanish contact [13],c. 1600,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,,zero,immediate,Spanish,cero,Spanish,,zero / cero,17,1,#221F1D,Spanish
249,7643,13,8-68,tobacco,,,13,13,72212320604540638,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1588 [13],Spanish contact [13],1588,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,tobacco,immediate,Spanish,tabaco,Spanish,,tobacco / tabaco,17,2,#221F1D,Spanish
646,6999,13,1-411,savanna,,,13,13,72212319970275303,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1555 [13],Spanish contact [13],1555,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,savanna,immediate,Spanish,sabana,Spanish,,savanna / sabana,17,3,#221F1D,Spanish
158,7456,13,5-7,potato,,,13,13,72212320532946328,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1555 [13],Spanish contact [13],1555,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,747.0,potato,immediate,Spanish,patata,Spanish,,potato / patata,17,4,#221F1D,Spanish
178,7504,13,6-411,poncho,,,13,13,72212320189563490,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1717 [13],Spanish contact [13],1717,,,,,,Insertion,,,,,,,,,"Borrowed into Spanish from the major indigenous language of Chile, Mapudungun.",,,,Present only since contact,,733.0,poncho,immediate,Spanish,poncho,Spanish,,poncho / poncho,17,5,#221F1D,Spanish
79,7194,13,3-832,mosquito,,,13,13,72212320952818562,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1572 [13],Spanish contact [13],1572,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,590.0,mosquito,immediate,Spanish,mosquito,Spanish,,mosquito / mosquito,17,6,#221F1D,Spanish
239,7625,13,8-47,maize,,,13,13,72212320613553349,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1543 [13],Spanish contact [13],before 1543,,,,,,Insertion,,,,,,,,,The form is pan-Arawakan and is related to marichi (modern marisi) in Garifuna,,,,Present only since contact,,545.0,maize,immediate,Spanish,maiz,Spanish,,maize / maiz,17,7,#221F1D,Spanish
626,7610,13,8-29,lasso,,,13,13,72212320210398965,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1768 [13],Spanish contact [13],1768,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,521.0,lasso,immediate,Spanish,lazo,Spanish,,lasso / lazo,17,8,#221F1D,Spanish
13,6983,13,1-341,lagoon,,,13,13,72212319768898780,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1612 [13],French contact [13],1612,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,512.0,lagoon,immediate,Spanish,laguna,Spanish,,lagoon / laguna,17,9,#221F1D,Spanish
641,7593,13,7-66,hammock,,,13,13,72212320274681301,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1555 [13],Spanish contact [13],before 1555,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,458.0,hammock,immediate,Spanish,hamaca,Spanish,,hammock / hamaca,17,10,#221F1D,Spanish
617,7201,13,3-862,coyote,,,13,13,72212320757524570,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1628 [13],Spanish contact [13],1628,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,275.0,coyote,immediate,Spanish,coyote,Spanish,,coyote / coyote,17,11,#221F1D,Spanish
254,7651,13,8-82,coconut,,,13,13,72212320900221977,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1613 [13],Spanish contact [13],1613,,,,,,Insertion,,COCO (PALM) + NUT (which see),,,,,,,Name refers to appearance of the three holes at the base of the nut,,,,Present only since contact,,231.0,coconut,immediate,Spanish,coco,Spanish,,coconut / coco,17,12,#221F1D,Spanish
78,7183,13,3-816,cockroach,,,13,13,72212320639241014,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1624 [13],Spanish contact [13],1624,,,,Spelling indicates the effects of a folk etymology,,Insertion,,,,,,,,,The English form has been remodelled in order to give a specious analysability.,,,,Present in pre-contact environment,,230.0,cockroach,immediate,Spanish,cucaracha,Spanish,,cockroach / cucaracha,17,13,#221F1D,Spanish
166,7468,13,5-821,chili (pepper),,,13,13,72212320860101505,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1662 [13],Spanish contact [13],1662,,,,,,Insertion,,CHILI + PEPPER (which see),,,,,,,Nahuatl loan into Spanish.,,,,Present only since contact,,200.0,chili (pepper),immediate,Spanish,chile,Spanish,,chili (pepper) / chile,17,14,#221F1D,Spanish
318,7821,13,10-831,canoe,,,13,13,72212320800684893,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1555 [13],Spanish contact [13],1555,,,,,,Insertion,,,,,,,,,"Taylor (1977: 4) indicates that this terms is also found in Tupian languages,m from which it may have been borrowed into Arawakan languages.",,,,Present only since contact,,146.0,canoe,immediate,Spanish,canoa,Spanish,,canoe / canoa,17,15,#221F1D,Spanish
82,7223,13,3-97,alligator,,,13,13,72212320727604865,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1568 [13],Spanish contact [13],1568,,,,English form of the word incorporates a form of the Spanish definite article,,Insertion,,,,,,,,,,,,,Present only since contact,,20.0,alligator,immediate,Spanish,el lagarto,Spanish,,alligator / el lagarto,17,16,#221F1D,Spanish
230,7591,13,7-64,adobe,,,13,13,72212320923340249,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1748 [13],Spanish contact [13],1748,,,,,,Insertion,,,,,,,,,Coptic to Egyptian Arabic to Italian to Spanish to English.,,,,Present only since contact,,9.0,adobe,immediate,Spanish,adobar,Spanish,,adobe / adobar,17,17,#221F1D,Spanish
88,7244,13,4-201,temple(s),,,13,13,72212320743643323,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1310 [13],French contact [13],c. 1310,,,,,,No information,,temple-PL,,,,,,,,,,,Present in pre-contact environment,,,temple(s),immediate,Middle French,temple,Middle French,,temple(s) / temple,15,1,#221F1D,Middle French
103,7308,13,4-452,spleen,,,13,13,72212320824594434,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Coexistence,,,,,,,,,Greek to Latin to French to English.,,,,Present in pre-contact environment,,,spleen,immediate,Middle French,esplen,Middle French,,spleen / esplen,15,2,#221F1D,Middle French
87,7242,13,4-191,spine,,,13,13,72212320637417095,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1430 [13],French contact [13],1430,,,,,,Coexistence,,,,,,,,,"Possibly a direct loan from Latin to English, given its late first attestation",,,,Present in pre-contact environment,,,spine,immediate,Middle French,espine,Middle French,,spine / espine,15,3,#221F1D,Middle French
562,8397,13,22-43,sorcerer,,,13,13,72212320303658438,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1526 [13],French contact [13],1526,,,,,“sorcer” (archaic) ‘bewitch’,Coexistence,,sorcer + -ER agentive,,,,,,,,,,,Present in pre-contact environment,,,sorcerer,immediate,Middle French,sorcier,Middle French,,sorcerer / sorcier,15,4,#221F1D,Middle French
123,7381,13,4-858,scar,,,13,13,72212320139171155,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1388 [13],French contact [13],1388,,,,,,Replacement,,,,,,,,,Greek to Latin to French to English.,,,,Present in pre-contact environment,,,scar,immediate,Middle French,eacare,Middle French,,scar / eacare,15,5,#221F1D,Middle French
69,7160,13,3-653,scale,,,13,13,72212320581810735,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1381 [13],French contact [13],c. 1381,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,scale,immediate,Middle French,escale,Middle French,,scale / escale,15,6,#221F1D,Middle French
28,7041,13,2-1,person,,,13,13,7221231930955726,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1230 [13],French contact [13],c. 1230,,,,,Possibly entered Latin as persōna via Etruscan phersu; The Latin form is a folk etymology based on per-sōnāre  ‘to sound through’.,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,685.0,person,immediate,Middle French,persone,Middle French,,person / persone,15,7,#221F1D,Middle French
10,6980,13,1-329,ocean,,,13,13,72212319820271674,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,,,,Greek to Latin to French to English.,,,,Present in pre-contact environment,,630.0,ocean,immediate,Middle French,ocean,Middle French,,ocean / ocean,15,8,#221F1D,Middle French
654,8379,13,22-132,mosque,,,13,13,72212320345184110,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1425 [13],French contact [13],before 1425,,,,,,Insertion,,,,,,,,,Syriac to Arabic to Italian to French to English.,,,,Present only since contact,,588.0,mosque,immediate,Middle French,meseache,Middle French,,mosque / meseache,15,9,#221F1D,Middle French
100,7293,13,4-374,footprint,,,13,13,72212320667176490,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1552 [13],French contact [13],1552,,,,,,No information,,FOOT (which see) + PRINT,,,,,,,PRINT is first recorded c. 1400,,,,Present in pre-contact environment,,410.0,footprint,immediate,Middle French,prente,Middle French,,footprint / prente,15,10,#221F1D,Middle French
125,7384,13,4-87,doctor,,,13,13,72212320342813574,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1387 [13],French contact [13],1387,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,336.0,doctor,immediate,Middle French,docto(u)r,Middle French,,doctor / docto(u)r,15,11,#221F1D,Middle French
124,7382,13,4-86,cure,,,13,13,72212320408412344,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1398 [13],French contact [13],1398,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,290.0,cure,immediate,Middle French,curer,Middle French,,cure / curer,15,12,#221F1D,Middle French
116,7359,13,4-77,corpse,,,13,13,72212320355831162,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1325 [13],French contact [13],c. 1325,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,260.0,corpse,immediate,Middle French,cors,Middle French,,corpse / cors,15,13,#221F1D,Middle French
358,7908,13,12-21,collect,,,13,13,72212320747738289,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1573 [13],Latin contact [13],1573,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,238.0,collect,immediate,Middle French,collecter,Middle French,,collect / collecter,15,14,#221F1D,Middle French
289,7739,13,9-771,carpet,,,13,13,72212320830866064,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1345 [13],French contact [13],1345,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,161.0,carpet,immediate,Middle French,carpite,Middle French,,carpet / carpite,15,15,#221F1D,Middle French
342,7875,13,11-83,trade,,,13,13,72212320520291054,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1375 [13],Middle Low German contact [13],1375,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,trade,immediate,Middle Low German,trade,Middle Low German,*,trade / trade*,14,1,#221F1D,Middle Low German
19,6995,13,1-38,swamp,,,13,13,72212319504884225,0.75,0.9,1.0,2. probably borrowed,unanalyzable,1624 [13],Dutch or Middle Low German contact [13],1624,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,swamp,immediate,Middle Low German,swampen,Middle Low German,*,swamp / swampen*,14,2,#221F1D,Middle Low German
273,7697,13,9-27,split,,,13,13,72212320880785557,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1590 [13],Dutch or Middle Low German contact [13],1590,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,split,immediate,Middle Low German,splitten,Middle Low German,*,split / splitten*,14,3,#221F1D,Middle Low German
411,8120,13,16-251,smile,,,13,13,72212320531020850,0.75,1.0,1.0,2. probably borrowed,unanalyzable,before 1300 [13],Middle Low German contact [13],before 1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,smile,immediate,Middle Low German,smīlen,Middle Low German,*,smile / smīlen*,14,4,#221F1D,Middle Low German
512,8316,13,20-23,sling,,,13,13,72212320635764630,0.75,1.0,1.0,2. probably borrowed,unanalyzable,before 1300 [13],Dutch or Middle Low German contact [13],before 1300,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,sling,immediate,Middle Low German,slinge,Middle Low German,*,sling / slinge*,14,5,#221F1D,Middle Low German
624,7818,13,10-79,sledge,,,13,13,72212320188461078,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1300 [13],Dutch or Middle Low German contact [13],1300,,,,,,No information,,,,,,,,,,,,,No information,,,sledge,immediate,Middle Low German,slede,Middle Low German,*,sledge / slede*,14,6,#221F1D,Middle Low German
6,6973,13,1-27,shore,,,13,13,72212319448599484,0.75,1.0,1.0,2. probably borrowed,unanalyzable,1300 [13],Dutch or Middle Low German contact [13],1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,shore,immediate,Middle Low German,schôre,Middle Low German,*,shore / schôre*,14,7,#221F1D,Middle Low German
221,7578,13,7-47,shelf,,,13,13,72212320109741446,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1386 [13],Middle Low German contact [13],c. 1386,,,,,,No information,,,,,,,,,,,,,No information,,,shelf,immediate,Middle Low German,schelf,Middle Low German,*,shelf / schelf*,14,8,#221F1D,Middle Low German
276,7700,13,9-31,rub,,,13,13,72212320926428548,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,1377 [13],Middle Low German contact [13],1377,,,,,,Replacement,,,,,,,,,"Old English used unrelated verb gnâīdan; it is possible that a form of “rub” occurred in Old English and missed being recorded, in which case it is not a loan.",,,,Present in pre-contact environment,,,rub,immediate,Middle Low German,rubben,Middle Low German,*,rub / rubben*,14,9,#221F1D,Middle Low German
14,6984,13,1-342,reef,,,13,13,72212319309497967,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1390 [13],Dutch or Middle Low German contact [13],1390,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,,reef,immediate,Middle Low German,riffe,Middle Low German,*,reef / riffe*,14,10,#221F1D,Middle Low German
576,8420,13,23-22,pill,,,13,13,72212320314239971,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1400 [13],Dutch contact [13],before 1400,,,,,,Insertion,,,,,,,,,A more direct historical route via French is also possible.,,,,Present only since contact,,695.0,pill,immediate,Middle Low German,pille,Middle Low German,*,pill / pille*,14,11,#221F1D,Middle Low German
462,8228,13,18-16,mumble,,,13,13,72212320384444705,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,c. 1325 [13],Dutch or Middle Low German contact [13],c. 1325,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,603.0,mumble,immediate,Middle Low German,mummelen,Middle Low German,*,mumble / mummelen*,14,12,#221F1D,Middle Low German
128,7389,13,4-92,lazy,,,13,13,7221232012649927,0.75,0.9,1.0,2. probably borrowed,unanalyzable,1549 [13],Middle Low German contact [13],1549,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,526.0,lazy,immediate,Middle Low German,lasich,Middle Low German,*,lazy / lasich*,14,13,#221F1D,Middle Low German
397,8072,13,15-39,brackish,,,13,13,72212320374127492,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1538 [13],Dutch or Middle Low German contact [13],1538,,,,,,Coexistence,,brack-ADJ,,,,,,,BRACK is recorded from 1513; the word was apparently borowed into English via Scottish,,,,Present in pre-contact environment,,116.0,brackish,immediate,Middle Low German,brak,Middle Low German,*,brackish / brak*,14,14,#221F1D,Middle Low German
250,7645,13,8-691,pipe,,,13,13,72212320165374075,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1588 [13],Latin contact [13],1588,,,,,,Insertion,,,,,,,,,First recorded in 1588 in this sense (word first recorded in Old English),,,,Present only since contact,,702.0,pipe,immediate,Late Latin,pīpa,Late Latin,,pipe / pīpa,7,1,#221F1D,Late Latin
605,8417,13,23-195,petrol(eum),,,13,13,72212320169844420,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1425 [13],French contact [13],c. 1425,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,689.0,petrol(eum),immediate,Late Latin,petroleum,Late Latin,,petrol(eum) / petroleum,7,2,#221F1D,Late Latin
320,7825,13,10-851,paddle,,,13,13,72212320301084836,0.25,1.0,1.0,4. very little evidence for borrowing,unanalyzable,1407 [13],Latin contact [13],1407,,,,,,No information,,,,,,,,,"There is a possibility (entertained by the Oxford English Dictionary) that the Late Latin term, confined as it is to texts from Britain, is in fact a loan from English.",,,,Present in pre-contact environment,,648.0,paddle,immediate,Late Latin,padela,Late Latin,,paddle / padela,7,3,#221F1D,Late Latin
151,7448,13,5-57,mill,,,13,13,72212320228494677,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Latin to Germanic [13],Proto-Germanic,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,571.0,mill,immediate,Late Latin,molīna,Late Latin,,mill / molīna,7,4,#221F1D,Late Latin
287,7737,13,9-77,mat,,,13,13,72212320999207973,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin contact [13],Proto-West Germanic,,,,,,Insertion,,,,,,,,,Punic to Latin to English.,,,,No information,,559.0,mat,immediate,Late Latin,matta,Late Latin,,mat / matta,7,5,#221F1D,Late Latin
350,7882,13,11-88,expensive,,,13,13,7221232065133405,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1634 [13],Latin contact [13],1634,,,,,,Coexistence,,EXPENSE + adjectival -IVE,,,,,,,From Latin expendere ‘to spend’,,,,Present in pre-contact environment,,370.0,expensive,immediate,Late Latin,expensīvus,Late Latin,,expensive / expensīvus,7,6,#221F1D,Late Latin
